Sim, Time step, Color, X, Y, Reward, Move, Color, X, Y, Reward, Move, Color, X, Y, Reward, Move, Color, X, Y, Reward, Move, Color, X, Y, Reward, Move, Color, X, Y, Reward, Move, 
3, 8, green, 2, 5, -6, Go, red, 2, 6, -4, Go, white, 1, 9, -2, Exited, white, 2, 9, -4, Exited, ,,,,, ,,,,, , 
3, 9, green, 2, 6, -6, Go, red, 2, 7, -4, Go, ,,,,, ,,,,, ,,,,, ,,,,, , 
3, 10, green, 2, 7, -6, Go, red, 2, 8, -4, Go, ,,,,, ,,,,, ,,,,, ,,,,, , 
3, 11, green, 2, 8, -6, Go, red, 2, 9, -4, Exited, ,,,,, ,,,,, ,,,,, ,,,,, , 
3, 12, green, 2, 9, -8, Exited, ,,,,, ,,,,, ,,,,, ,,,,, ,,,,, , 


4, 1, green, 1, 1, 0, Go, red, 2, 1, 0, Go, white, 1, 2, 0, Go, white, 2, 2, 0, Go, white, 1, 6, 0, Go, white, 2, 6, 0, Go, , 
4, 2, green, 1, 2, 0, Go, red, 2, 2, 0, Lane, white, 1, 3, 0, Go, white, 2, 3, 0, Go, white, 1, 7, -2, Go, white, 2, 7, -2, Go, , 
4, 3, green, 1, 3, 0, Go, red, 1, 2, -2, Go, white, 1, 4, 0, Go, white, 2, 4, -2, Go, white, 1, 8, -4, Go, white, 2, 8, -4, Go, , 
4, 4, green, 1, 4, 0, Lane, red, 1, 3, -2, Lane, white, 1, 5, 0, Go, white, 2, 5, -4, Go, white, 1, 9, -6, Exited, white, 2, 9, -6, Exited, , 
4, 5, green, 2, 4, -2, Go, red, 2, 3, -4, Go, white, 1, 6, -2, Go, white, 2, 6, -4, Go, ,,,,, ,,,,, , 
4, 6, green, 2, 5, -2, Go, red, 2, 4, -4, Go, white, 1, 7, -4, Go, white, 2, 7, -4, Go, ,,,,, ,,,,, , 
4, 7, green, 2, 6, -2, Go, red, 2, 5, -4, Go, white, 1, 8, -6, Go, white, 2, 8, -4, Go, ,,,,, ,,,,, , 
4, 8, green, 2, 7, -2, Go, red, 2, 6, -4, Go, white, 1, 9, -8, Exited, white, 2, 9, -4, Exited, ,,,,, ,,,,, , 
4, 9, green, 2, 8, -2, Go, red, 2, 7, -4, Go, ,,,,, ,,,,, ,,,,, ,,,,, , 
4, 10, green, 2, 9, -2, Exited, red, 2, 8, -4, Go, ,,,,, ,,,,, ,,,,, ,,,,, , 
4, 11, ,,,,, red, 2, 9, -6, Exited, ,,,,, ,,,,, ,,,,, ,,,,, , 


5, 1, green, 1, 1, 0, Go, red, 2, 1, 0, Go, white, 1, 2, 0, Go, white, 2, 2, 0, Go, white, 1, 6, 0, Go, white, 2, 6, 0, Go, , 
5, 2, green, 1, 2, 0, Lane, red, 2, 2, 0, Lane, white, 1, 3, 0, Go, white, 2, 3, 0, Go, white, 1, 7, -2, Go, white, 2, 7, -2, Go, , 
5, 3, green, 2, 2, -2, Go, red, 1, 2, -2, Go, white, 1, 4, 0, Go, white, 2, 4, 0, Go, white, 1, 8, -4, Go, white, 2, 8, -4, Go, , 
5, 4, green, 2, 3, -2, Lane, red, 1, 3, -2, Go, white, 1, 5, 0, Go, white, 2, 5, 0, Go, white, 1, 9, -6, Exited, white, 2, 9, -6, Exited, , 
5, 5, green, 1, 3, -4, Go, red, 1, 4, -2, Lane, white, 1, 6, 0, Go, white, 2, 6, -2, Go, ,,,,, ,,,,, , 
5, 6, green, 1, 4, -4, Go, red, 2, 4, -4, Go, white, 1, 7, 0, Go, white, 2, 7, -2, Go, ,,,,, ,,,,, , 
5, 7, green, 1, 5, -4, Go, red, 2, 5, -4, Go, white, 1, 8, 0, Go, white, 2, 8, -2, Go, ,,,,, ,,,,, , 
5, 8, green, 1, 6, -4, Go, red, 2, 6, -4, Go, white, 1, 9, 0, Exited, white, 2, 9, -2, Exited, ,,,,, ,,,,, , 
5, 9, green, 1, 7, -6, Go, red, 2, 7, -6, Go, ,,,,, ,,,,, ,,,,, ,,,,, , 
5, 10, green, 1, 8, -8, Go, red, 2, 8, -8, Go, ,,,,, ,,,,, ,,,,, ,,,,, , 
5, 11, green, 1, 9, -10, Exited, red, 2, 9, -10, Exited, ,,,,, ,,,,, ,,,,, ,,,,, , 


6, 1, green, 1, 1, 0, Go, red, 2, 1, 0, Go, white, 1, 2, 0, Go, white, 2, 2, 0, Go, white, 1, 6, 0, Go, white, 2, 6, 0, Go, , 
6, 2, green, 1, 2, 0, Go, red, 2, 2, 0, Lane, white, 1, 3, 0, Go, white, 2, 3, 0, Go, white, 1, 7, -2, Go, white, 2, 7, -2, Go, , 
6, 3, green, 1, 3, 0, Lane, red, 1, 2, -2, Go, white, 1, 4, 0, Go, white, 2, 4, -2, Go, white, 1, 8, -4, Go, white, 2, 8, -4, Go, , 
6, 4, green, 2, 3, -2, Go, red, 1, 3, -2, Go, white, 1, 5, 0, Go, white, 2, 5, -2, Go, white, 1, 9, -6, Exited, white, 2, 9, -6, Exited, , 
6, 5, green, 2, 4, -2, Go, red, 1, 4, -2, Lane, white, 1, 6, 0, Go, white, 2, 6, -2, Go, ,,,,, ,,,,, , 
6, 6, green, 2, 5, -2, Go, red, 2, 4, -4, Go, white, 1, 7, -2, Go, white, 2, 7, -2, Go, ,,,,, ,,,,, , 
6, 7, green, 2, 6, -2, Go, red, 2, 5, -4, Go, white, 1, 8, -4, Go, white, 2, 8, -2, Go, ,,,,, ,,,,, , 
6, 8, green, 2, 7, -2, Go, red, 2, 6, -4, Go, white, 1, 9, -6, Exited, white, 2, 9, -2, Exited, ,,,,, ,,,,, , 
6, 9, green, 2, 8, -2, Go, red, 2, 7, -4, Go, ,,,,, ,,,,, ,,,,, ,,,,, , 
6, 10, green, 2, 9, -2, Exited, red, 2, 8, -4, Go, ,,,,, ,,,,, ,,,,, ,,,,, , 
6, 11, ,,,,, red, 2, 9, -6, Exited, ,,,,, ,,,,, ,,,,, ,,,,, , 


7, 1, green, 1, 1, 0, Go, red, 2, 1, 0, Go, white, 1, 2, 0, Go, white, 2, 2, 0, Go, white, 1, 6, 0, Go, white, 2, 6, 0, Go, , 
7, 2, green, 1, 2, 0, Go, red, 2, 2, 0, Lane, white, 1, 3, 0, Go, white, 2, 3, 0, Go, white, 1, 7, -2, Go, white, 2, 7, -2, Go, , 
7, 3, green, 1, 3, 0, Lane, red, 1, 2, -2, Go, white, 1, 4, 0, Go, white, 2, 4, -2, Go, white, 1, 8, -4, Go, white, 2, 8, -4, Go, , 
7, 4, green, 2, 3, -2, Go, red, 1, 3, -2, Go, white, 1, 5, 0, Go, white, 2, 5, -2, Go, white, 1, 9, -6, Exited, white, 2, 9, -6, Exited, , 
7, 5, green, 2, 4, -2, Go, red, 1, 4, -2, Go, white, 1, 6, 0, Go, white, 2, 6, -2, Go, ,,,,, ,,,,, , 
7, 6, green, 2, 5, -2, Go, red, 1, 5, -2, Go, white, 1, 7, 0, Go, white, 2, 7, -2, Go, ,,,,, ,,,,, , 
7, 7, green, 2, 6, -2, Go, red, 1, 6, -2, Go, white, 1, 8, 0, Go, white, 2, 8, -2, Go, ,,,,, ,,,,, , 
7, 8, green, 2, 7, -2, Go, red, 1, 7, -2, Go, white, 1, 9, 0, Exited, white, 2, 9, -2, Exited, ,,,,, ,,,,, , 
7, 9, green, 2, 8, -4, Go, red, 1, 8, -4, Go, ,,,,, ,,,,, ,,,,, ,,,,, , 
7, 10, green, 2, 9, -6, Exited, red, 1, 9, -6, Exited, ,,,,, ,,,,, ,,,,, ,,,,, , 


8, 1, green, 1, 1, 0, Lane, red, 2, 1, 0, Go, white, 1, 2, 0, Go, white, 2, 2, 0, Go, white, 1, 6, 0, Go, white, 2, 6, 0, Go, , 
8, 2, green, 2, 1, -2, Go, red, 2, 2, 0, Go, white, 1, 3, -2, Go, white, 2, 3, 0, Go, white, 1, 7, -2, Go, white, 2, 7, -2, Go, , 
8, 3, green, 2, 2, -2, Go, red, 2, 3, 0, Go, white, 1, 4, -4, Go, white, 2, 4, 0, Go, white, 1, 8, -4, Go, white, 2, 8, -4, Go, , 
8, 4, green, 2, 3, -2, Go, red, 2, 4, 0, Go, white, 1, 5, -6, Go, white, 2, 5, 0, Go, white, 1, 9, -6, Exited, white, 2, 9, -6, Exited, , 
8, 5, green, 2, 4, -2, Go, red, 2, 5, 0, Go, white, 1, 6, -8, Go, white, 2, 6, 0, Go, ,,,,, ,,,,, , 
8, 6, green, 2, 5, -2, Lane, red, 2, 6, 0, Go, white, 1, 7, -10, Go, white, 2, 7, 0, Go, ,,,,, ,,,,, , 
8, 7, green, 1, 5, -4, Go, red, 2, 7, 0, Go, white, 1, 8, -10, Go, white, 2, 8, 0, Go, ,,,,, ,,,,, , 
8, 8, green, 1, 6, -4, Go, red, 2, 8, 0, Go, white, 1, 9, -10, Exited, white, 2, 9, 0, Exited, ,,,,, ,,,,, , 
8, 9, green, 1, 7, -6, Go, red, 2, 9, -2, Exited, ,,,,, ,,,,, ,,,,, ,,,,, , 
8, 10, green, 1, 8, -8, Go, ,,,,, ,,,,, ,,,,, ,,,,, ,,,,, , 
8, 11, green, 1, 9, -10, Exited, ,,,,, ,,,,, ,,,,, ,,,,, ,,,,, , 


9, 1, green, 1, 1, 0, Go, red, 2, 1, 0, Go, white, 1, 2, 0, Go, white, 2, 2, 0, Go, white, 1, 6, 0, Go, white, 2, 6, 0, Go, , 
9, 2, green, 1, 2, 0, Lane, red, 2, 2, 0, Lane, white, 1, 3, 0, Go, white, 2, 3, 0, Go, white, 1, 7, -2, Go, white, 2, 7, -2, Go, , 
9, 3, green, 2, 2, -2, Go, red, 1, 2, -2, Go, white, 1, 4, 0, Go, white, 2, 4, 0, Go, white, 1, 8, -4, Go, white, 2, 8, -4, Go, , 
9, 4, green, 2, 3, -2, Lane, red, 1, 3, -2, Go, white, 1, 5, 0, Go, white, 2, 5, 0, Go, white, 1, 9, -6, Exited, white, 2, 9, -6, Exited, , 
9, 5, green, 1, 3, -4, Lane, red, 1, 4, -2, Lane, white, 1, 6, 0, Go, white, 2, 6, -2, Go, ,,,,, ,,,,, , 
9, 6, green, 2, 3, -6, Go, red, 2, 4, -4, Go, white, 1, 7, -2, Go, white, 2, 7, -2, Go, ,,,,, ,,,,, , 
9, 7, green, 2, 4, -6, Go, red, 2, 5, -4, Go, white, 1, 8, -4, Go, white, 2, 8, -2, Go, ,,,,, ,,,,, , 
9, 8, green, 2, 5, -6, Go, red, 2, 6, -4, Go, white, 1, 9, -6, Exited, white, 2, 9, -2, Exited, ,,,,, ,,,,, , 
9, 9, green, 2, 6, -6, Go, red, 2, 7, -4, Go, ,,,,, ,,,,, ,,,,, ,,,,, , 
9, 10, green, 2, 7, -6, Go, red, 2, 8, -4, Go, ,,,,, ,,,,, ,,,,, ,,,,, , 
9, 11, green, 2, 8, -6, Go, red, 2, 9, -4, Exited, ,,,,, ,,,,, ,,,,, ,,,,, , 
9, 12, green, 2, 9, -8, Exited, ,,,,, ,,,,, ,,,,, ,,,,, ,,,,, , 


10, 1, green, 1, 1, 0, Go, red, 2, 1, 0, Go, white, 1, 2, 0, Go, white, 2, 2, 0, Go, white, 1, 6, 0, Go, white, 2, 6, 0, Go, , 
10, 2, green, 1, 2, 0, Lane, red, 2, 2, 0, Lane, white, 1, 3, 0, Go, white, 2, 3, 0, Go, white, 1, 7, -2, Go, white, 2, 7, -2, Go, , 
10, 3, green, 2, 2, -2, Go, red, 1, 2, -2, Go, white, 1, 4, 0, Go, white, 2, 4, 0, Go, white, 1, 8, -4, Go, white, 2, 8, -4, Go, , 
10, 4, green, 2, 3, -2, Lane, red, 1, 3, -2, Go, white, 1, 5, 0, Go, white, 2, 5, 0, Go, white, 1, 9, -6, Exited, white, 2, 9, -6, Exited, , 
10, 5, green, 1, 3, -4, Lane, red, 1, 4, -2, Lane, white, 1, 6, 0, Go, white, 2, 6, -2, Go, ,,,,, ,,,,, , 
10, 6, green, 2, 3, -6, Go, red, 2, 4, -4, Go, white, 1, 7, -2, Go, white, 2, 7, -2, Go, ,,,,, ,,,,, , 
10, 7, green, 2, 4, -6, Go, red, 2, 5, -4, Go, white, 1, 8, -4, Go, white, 2, 8, -2, Go, ,,,,, ,,,,, , 
10, 8, green, 2, 5, -6, Go, red, 2, 6, -4, Go, white, 1, 9, -6, Exited, white, 2, 9, -2, Exited, ,,,,, ,,,,, , 
10, 9, green, 2, 6, -6, Go, red, 2, 7, -4, Go, ,,,,, ,,,,, ,,,,, ,,,,, , 
10, 10, green, 2, 7, -6, Go, red, 2, 8, -4, Go, ,,,,, ,,,,, ,,,,, ,,,,, , 
10, 11, green, 2, 8, -6, Go, red, 2, 9, -4, Exited, ,,,,, ,,,,, ,,,,, ,,,,, , 
10, 12, green, 2, 9, -8, Exited, ,,,,, ,,,,, ,,,,, ,,,,, ,,,,, , 


11, 1, green, 1, 1, 0, Go, red, 2, 1, 0, Go, white, 1, 2, 0, Go, white, 2, 2, 0, Go, white, 1, 6, 0, Go, white, 2, 6, 0, Go, , 
11, 2, green, 1, 2, 0, Go, red, 2, 2, 0, Go, white, 1, 3, 0, Go, white, 2, 3, 0, Go, white, 1, 7, -2, Go, white, 2, 7, -2, Go, , 
11, 3, green, 1, 3, 0, Go, red, 2, 3, 0, Go, white, 1, 4, 0, Go, white, 2, 4, 0, Go, white, 1, 8, -4, Go, white, 2, 8, -4, Go, , 
11, 4, green, 1, 4, 0, Go, red, 2, 4, 0, Go, white, 1, 5, 0, Go, white, 2, 5, 0, Go, white, 1, 9, -6, Exited, white, 2, 9, -6, Exited, , 
11, 5, green, 1, 5, 0, Go, red, 2, 5, 0, Go, white, 1, 6, 0, Go, white, 2, 6, 0, Go, ,,,,, ,,,,, , 
11, 6, green, 1, 6, 0, Go, red, 2, 6, 0, Go, white, 1, 7, 0, Go, white, 2, 7, 0, Go, ,,,,, ,,,,, , 
11, 7, green, 1, 7, 0, Lane, red, 2, 7, 0, Go, white, 1, 8, 0, Go, white, 2, 8, 0, Go, ,,,,, ,,,,, , 
11, 8, green, 2, 8, -7, Crashed, red, 2, 8, -5, Crashed, white, 1, 9, -2, Exited, white, 2, 9, 0, Exited, ,,,,, ,,,,, , 



12, 1, green, 1, 1, 0, Go, red, 2, 1, 0, Go, white, 1, 2, 0, Go, white, 2, 2, 0, Go, white, 1, 6, 0, Go, white, 2, 6, 0, Go, , 
12, 2, green, 1, 2, 0, Lane, red, 2, 2, 0, Go, white, 1, 3, 0, Go, white, 2, 3, 0, Go, white, 1, 7, -2, Go, white, 2, 7, -2, Go, , 
12, 3, green, 2, 2, -2, Go, red, 2, 3, 0, Go, white, 1, 4, -2, Go, white, 2, 4, 0, Go, white, 1, 8, -4, Go, white, 2, 8, -4, Go, , 
12, 4, green, 2, 3, -2, Lane, red, 2, 4, 0, Go, white, 1, 5, -4, Go, white, 2, 5, 0, Go, white, 1, 9, -6, Exited, white, 2, 9, -6, Exited, , 
12, 5, green, 1, 3, -4, Go, red, 2, 5, 0, Go, white, 1, 6, -4, Go, white, 2, 6, 0, Go, ,,,,, ,,,,, , 
12, 6, green, 1, 4, -4, Go, red, 2, 6, 0, Lane, white, 1, 7, -4, Go, white, 2, 7, 0, Go, ,,,,, ,,,,, , 
12, 7, green, 1, 5, -4, Lane, red, 1, 7, -2, Lane, white, 1, 8, -4, Go, white, 2, 8, -2, Go, ,,,,, ,,,,, , 
12, 8, green, 2, 5, -6, Go, red, 2, 7, -4, Go, white, 1, 9, -6, Exited, white, 2, 9, -2, Exited, ,,,,, ,,,,, , 
12, 9, green, 2, 6, -6, Go, red, 2, 8, -4, Go, ,,,,, ,,,,, ,,,,, ,,,,, , 
12, 10, green, 2, 7, -6, Go, red, 2, 9, -4, Exited, ,,,,, ,,,,, ,,,,, ,,,,, , 
12, 11, green, 2, 8, -8, Go, ,,,,, ,,,,, ,,,,, ,,,,, ,,,,, , 
12, 12, green, 2, 9, -10, Exited, ,,,,, ,,,,, ,,,,, ,,,,, ,,,,, , 


13, 1, green, 1, 1, 0, Go, red, 2, 1, 0, Go, white, 1, 2, 0, Go, white, 2, 2, 0, Go, white, 1, 6, 0, Go, white, 2, 6, 0, Go, , 
13, 2, green, 1, 2, 0, Go, red, 2, 2, 0, Lane, white, 1, 3, 0, Go, white, 2, 3, 0, Go, white, 1, 7, -2, Go, white, 2, 7, -2, Go, , 
13, 3, green, 1, 3, 0, Lane, red, 1, 2, -2, Go, white, 1, 4, 0, Go, white, 2, 4, -2, Go, white, 1, 8, -4, Go, white, 2, 8, -4, Go, , 
13, 4, green, 2, 3, -2, Lane, red, 1, 3, -2, Go, white, 1, 5, 0, Go, white, 2, 5, -2, Go, white, 1, 9, -6, Exited, white, 2, 9, -6, Exited, , 
13, 5, green, 1, 3, -4, Lane, red, 1, 4, -2, Go, white, 1, 6, 0, Go, white, 2, 6, -4, Go, ,,,,, ,,,,, , 
13, 6, green, 2, 3, -8, Go, red, 1, 5, -2, Go, white, 1, 7, 0, Go, white, 2, 7, -6, Go, ,,,,, ,,,,, , 
13, 7, green, 2, 4, -10, Go, red, 1, 6, -2, Go, white, 1, 8, 0, Go, white, 2, 8, -8, Go, ,,,,, ,,,,, , 
13, 8, green, 2, 5, -12, Go, red, 1, 7, -2, Go, white, 1, 9, 0, Exited, white, 2, 9, -10, Exited, ,,,,, ,,,,, , 
13, 9, green, 2, 6, -14, Go, red, 1, 8, -4, Go, ,,,,, ,,,,, ,,,,, ,,,,, , 
13, 10, green, 2, 7, -16, Go, red, 1, 9, -6, Exited, ,,,,, ,,,,, ,,,,, ,,,,, , 
13, 11, green, 2, 8, -18, Go, ,,,,, ,,,,, ,,,,, ,,,,, ,,,,, , 
13, 12, green, 2, 9, -20, Exited, ,,,,, ,,,,, ,,,,, ,,,,, ,,,,, , 


14, 1, green, 1, 1, 0, Go, red, 2, 1, 0, Go, white, 1, 2, 0, Go, white, 2, 2, 0, Go, white, 1, 6, 0, Go, white, 2, 6, 0, Go, , 
14, 2, green, 1, 2, 0, Go, red, 2, 2, 0, Lane, white, 1, 3, 0, Go, white, 2, 3, 0, Go, white, 1, 7, -2, Go, white, 2, 7, -2, Go, , 
14, 3, green, 1, 3, 0, Lane, red, 1, 2, -2, Go, white, 1, 4, 0, Go, white, 2, 4, -2, Go, white, 1, 8, -4, Go, white, 2, 8, -4, Go, , 
14, 4, green, 2, 3, -2, Go, red, 1, 3, -2, Go, white, 1, 5, 0, Go, white, 2, 5, -2, Go, white, 1, 9, -6, Exited, white, 2, 9, -6, Exited, , 
14, 5, green, 2, 4, -2, Lane, red, 1, 4, -2, Lane, white, 1, 6, 0, Go, white, 2, 6, -2, Go, ,,,,, ,,,,, , 
14, 6, green, 1, 5, -4, Go, red, 2, 4, -4, Go, white, 1, 7, 0, Go, white, 2, 7, -2, Go, ,,,,, ,,,,, , 
14, 7, green, 1, 6, -4, Go, red, 2, 5, -4, Go, white, 1, 8, 0, Go, white, 2, 8, -2, Go, ,,,,, ,,,,, , 
14, 8, green, 1, 7, -4, Go, red, 2, 6, -4, Go, white, 1, 9, 0, Exited, white, 2, 9, -2, Exited, ,,,,, ,,,,, , 
14, 9, green, 1, 8, -6, Go, red, 2, 7, -6, Go, ,,,,, ,,,,, ,,,,, ,,,,, , 
14, 10, green, 1, 9, -8, Exited, red, 2, 8, -8, Go, ,,,,, ,,,,, ,,,,, ,,,,, , 
14, 11, ,,,,, red, 2, 9, -10, Exited, ,,,,, ,,,,, ,,,,, ,,,,, , 


15, 1, green, 1, 1, 0, Go, red, 2, 1, 0, Go, white, 1, 2, 0, Go, white, 2, 2, 0, Go, white, 1, 6, 0, Go, white, 2, 6, 0, Go, , 
15, 2, green, 1, 2, 0, Go, red, 2, 2, 0, Go, white, 1, 3, 0, Go, white, 2, 3, 0, Go, white, 1, 7, -2, Go, white, 2, 7, -2, Go, , 
15, 3, green, 1, 3, 0, Go, red, 2, 3, 0, Go, white, 1, 4, 0, Go, white, 2, 4, 0, Go, white, 1, 8, -4, Go, white, 2, 8, -4, Go, , 
15, 4, green, 1, 4, 0, Go, red, 2, 4, 0, Lane, white, 1, 5, 0, Go, white, 2, 5, 0, Go, white, 1, 9, -6, Exited, white, 2, 9, -6, Exited, , 
15, 5, green, 1, 5, -5, Crashed, red, 1, 5, -7, Crashed, white, 1, 6, 0, Exited, white, 2, 6, -2, Exited, ,,,,, ,,,,, , 



16, 1, green, 1, 1, 0, Go, red, 2, 1, 0, Go, white, 1, 2, 0, Go, white, 2, 2, 0, Go, white, 1, 6, 0, Go, white, 2, 6, 0, Go, , 
16, 2, green, 1, 2, 0, Go, red, 2, 2, 0, Go, white, 1, 3, 0, Go, white, 2, 3, 0, Go, white, 1, 7, -2, Go, white, 2, 7, -2, Go, , 
16, 3, green, 1, 3, 0, Lane, red, 2, 3, 0, Go, white, 1, 4, 0, Go, white, 2, 4, 0, Go, white, 1, 8, -4, Go, white, 2, 8, -4, Go, , 
16, 4, green, 2, 3, -2, Go, red, 2, 4, 0, Lane, white, 1, 5, -2, Go, white, 2, 5, 0, Go, white, 1, 9, -6, Exited, white, 2, 9, -6, Exited, , 
16, 5, green, 2, 4, -2, Go, red, 1, 4, -2, Lane, white, 1, 6, -2, Go, white, 2, 6, 0, Go, ,,,,, ,,,,, , 
16, 6, green, 2, 5, -2, Go, red, 2, 4, -4, Go, white, 1, 7, -4, Go, white, 2, 7, 0, Go, ,,,,, ,,,,, , 
16, 7, green, 2, 6, -2, Go, red, 2, 5, -4, Go, white, 1, 8, -6, Go, white, 2, 8, 0, Go, ,,,,, ,,,,, , 
16, 8, green, 2, 7, -2, Go, red, 2, 6, -4, Go, white, 1, 9, -8, Exited, white, 2, 9, 0, Exited, ,,,,, ,,,,, , 
16, 9, green, 2, 8, -2, Go, red, 2, 7, -4, Go, ,,,,, ,,,,, ,,,,, ,,,,, , 
16, 10, green, 2, 9, -2, Exited, red, 2, 8, -4, Go, ,,,,, ,,,,, ,,,,, ,,,,, , 
16, 11, ,,,,, red, 2, 9, -6, Exited, ,,,,, ,,,,, ,,,,, ,,,,, , 


17, 1, green, 1, 1, 0, Go, red, 2, 1, 0, Go, white, 1, 2, 0, Go, white, 2, 2, 0, Go, white, 1, 6, 0, Go, white, 2, 6, 0, Go, , 
17, 2, green, 1, 2, 0, Go, red, 2, 2, 0, Lane, white, 1, 3, 0, Go, white, 2, 3, 0, Go, white, 1, 7, -2, Go, white, 2, 7, -2, Go, , 
17, 3, green, 1, 3, 0, Lane, red, 1, 2, -2, Go, white, 1, 4, 0, Go, white, 2, 4, -2, Go, white, 1, 8, -4, Go, white, 2, 8, -4, Go, , 
17, 4, green, 2, 3, -2, Go, red, 1, 3, -2, Go, white, 1, 5, 0, Go, white, 2, 5, -2, Go, white, 1, 9, -6, Exited, white, 2, 9, -6, Exited, , 
17, 5, green, 2, 4, -2, Lane, red, 1, 4, -2, Go, white, 1, 6, 0, Go, white, 2, 6, -2, Go, ,,,,, ,,,,, , 
17, 6, green, 1, 5, -9, Crashed, red, 1, 5, -7, Crashed, white, 1, 7, 0, Exited, white, 2, 7, -4, Exited, ,,,,, ,,,,, , 



18, 1, green, 1, 1, 0, Go, red, 2, 1, 0, Go, white, 1, 2, 0, Go, white, 2, 2, 0, Go, white, 1, 6, 0, Go, white, 2, 6, 0, Go, , 
18, 2, green, 1, 2, 0, Go, red, 2, 2, 0, Go, white, 1, 3, 0, Go, white, 2, 3, 0, Go, white, 1, 7, -2, Go, white, 2, 7, -2, Go, , 
18, 3, green, 1, 3, 0, Lane, red, 2, 3, 0, Go, white, 1, 4, 0, Go, white, 2, 4, 0, Go, white, 1, 8, -4, Go, white, 2, 8, -4, Go, , 
18, 4, green, 2, 3, -2, Go, red, 2, 4, 0, Go, white, 1, 5, -2, Go, white, 2, 5, 0, Go, white, 1, 9, -6, Exited, white, 2, 9, -6, Exited, , 
18, 5, green, 2, 4, -2, Go, red, 2, 5, 0, Go, white, 1, 6, -4, Go, white, 2, 6, 0, Go, ,,,,, ,,,,, , 
18, 6, green, 2, 5, -2, Go, red, 2, 6, 0, Lane, white, 1, 7, -6, Go, white, 2, 7, 0, Go, ,,,,, ,,,,, , 
